2026-04-14 13:42:57.747 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.m2m.management.ManagementApplicationTests], using SpringBootContextLoader
2026-04-14 13:43:10.495 [main] INFO  o.h.hql.internal.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
2026-04-14 13:43:12.386 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2026-04-14 13:43:12.553 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-04-14 13:43:12.880 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [aStore/index.html]
2026-04-14 13:43:13.502 [main] INFO  com.m2m.management.ManagementApplicationTests - Started ManagementApplicationTests in 15.262 seconds (JVM running for 18.062)
2026-04-14 13:43:13.667 [main] ERROR com.m2m.management.utils.VerifyWpLicense - PARTNUMBER is empty
2026-04-14 13:43:14.365 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2026-04-14 13:43:14.371 [Thread-3] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-04-14 13:43:39.909 [main] INFO  com.m2m.management.ManagementApplication - Starting ManagementApplication v0.0.1-SNAPSHOT on gangqiangsun-VirtualBox with PID 6618 (/home/gangqiangsun/MYPROJECT/BACKEND/m2m-management-ensaas-edgehub/target/management-0.0.1-SNAPSHOT.jar started by root in /home/gangqiangsun/MYPROJECT/BACKEND/m2m-management-ensaas-edgehub)
2026-04-14 13:43:39.932 [main] INFO  com.m2m.management.ManagementApplication - No active profile set, falling back to default profiles: default
2026-04-14 13:43:41.403 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2026-04-14 13:43:41.674 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 254ms. Found 18 repository interfaces.
2026-04-14 13:43:42.556 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$8f75f9cb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-04-14 13:43:42.668 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$ef646fd] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-04-14 13:43:43.740 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 30001 (http)
2026-04-14 13:43:43.761 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-30001"]
2026-04-14 13:43:43.784 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-04-14 13:43:43.792 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.13
2026-04-14 13:43:43.821 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib]
2026-04-14 13:43:44.034 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-04-14 13:43:44.036 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3875 ms
2026-04-14 13:43:45.711 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2026-04-14 13:43:45.922 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.7.Final}
2026-04-14 13:43:45.925 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2026-04-14 13:43:46.254 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2026-04-14 13:43:46.962 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2026-04-14 13:43:47.006 [main] INFO  o.h.engine.jdbc.env.internal.LobCreatorBuilderImpl - HHH000422: Disabling contextual LOB creation as connection was null
2026-04-14 13:43:47.030 [main] INFO  org.hibernate.type.BasicTypeRegistry - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@42463763
2026-04-14 13:43:49.825 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-04-14 13:43:51.732 [main] INFO  o.h.hql.internal.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
2026-04-14 13:43:53.338 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2026-04-14 13:43:53.563 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-04-14 13:43:53.955 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [aStore/index.html]
2026-04-14 13:43:54.466 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-30001"]
2026-04-14 13:43:54.471 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2026-04-14 13:43:54.501 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 30001 (http) with context path ''
2026-04-14 13:43:54.505 [main] INFO  com.m2m.management.ManagementApplication - Started ManagementApplication in 15.539 seconds (JVM running for 16.296)
2026-04-14 13:43:54.647 [main] ERROR com.m2m.management.utils.VerifyWpLicense - PARTNUMBER is empty
2026-04-14 13:46:04.811 [http-nio-30001-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-14 13:46:04.812 [http-nio-30001-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-04-14 13:46:04.853 [http-nio-30001-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 40 ms
2026-04-14 13:57:53.851 [http-nio-30001-exec-6] WARN  o.s.w.s.m.support.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.multipart.support.MissingServletRequestPartException: Required request part 'file' is not present]
2026-04-14 14:03:48.901 [Thread-4] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2026-04-14 14:03:48.907 [Thread-4] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-04-14 15:07:23.374 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.m2m.management.ManagementApplicationTests], using SpringBootContextLoader
2026-04-14 15:07:23.391 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.m2m.management.ManagementApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2026-04-14 15:07:23.393 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.m2m.management.ManagementApplicationTests]: ManagementApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-04-14 15:07:23.548 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.m2m.management.ManagementApplication for test class com.m2m.management.ManagementApplicationTests
2026-04-14 15:07:23.759 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2026-04-14 15:07:23.790 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@82de64a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@659499f1, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@51e69659, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@47e2e487, org.springframework.test.context.support.DirtiesContextTestExecutionListener@201a4587, org.springframework.test.context.transaction.TransactionalTestExecutionListener@61001b64, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4310d43, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@54a7079e, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@26e356f0, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@47d9a273, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4b8ee4de, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@27f981c6]
2026-04-14 15:07:24.308 [main] INFO  com.m2m.management.ManagementApplicationTests - Starting ManagementApplicationTests on gangqiangsun-VirtualBox with PID 10089 (started by root in /home/gangqiangsun/MYPROJECT/BACKEND/m2m-management-ensaas-edgehub)
2026-04-14 15:07:24.310 [main] INFO  com.m2m.management.ManagementApplicationTests - No active profile set, falling back to default profiles: default
2026-04-14 15:07:25.908 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2026-04-14 15:07:26.044 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 127ms. Found 18 repository interfaces.
2026-04-14 15:07:26.964 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$96c518e4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-04-14 15:07:27.058 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$16456616] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2026-04-14 15:07:28.123 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2026-04-14 15:07:28.226 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.7.Final}
2026-04-14 15:07:28.228 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2026-04-14 15:07:28.388 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2026-04-14 15:07:28.595 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2026-04-14 15:07:28.616 [main] INFO  o.h.engine.jdbc.env.internal.LobCreatorBuilderImpl - HHH000422: Disabling contextual LOB creation as connection was null
2026-04-14 15:07:28.636 [main] INFO  org.hibernate.type.BasicTypeRegistry - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@71e7adbb
2026-04-14 15:07:30.618 [main] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-04-14 15:07:31.830 [main] INFO  o.h.hql.internal.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
2026-04-14 15:07:33.716 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2026-04-14 15:07:33.979 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-04-14 15:07:34.356 [main] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page: class path resource [aStore/index.html]
2026-04-14 15:07:34.912 [main] INFO  com.m2m.management.ManagementApplicationTests - Started ManagementApplicationTests in 11.091 seconds (JVM running for 12.621)
2026-04-14 15:07:35.217 [main] ERROR com.m2m.management.utils.VerifyWpLicense - PARTNUMBER is empty
2026-04-14 15:07:36.091 [Thread-3] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2026-04-14 15:07:36.104 [Thread-3] INFO  o.s.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
